"rank","peak_rank","previous_rank","weeks_on_chart","streams","popularity","duration"
-1.71909816690691,-1.7181113016274,-1.41030416347854,-0.319549349125109,3.78512974073296,1.8535006541062,1.13967525482611
-1.70182079839528,-1.7181113016274,-1.39324781512662,-0.831848184778656,3.4981451426564,0.998013991685893,-0.50632555364869
-1.68454342988365,-1.7181113016274,-1.3761914667747,0.662139927560831,3.11620390738845,0.486215947953451,0.927034098394276
-1.66726606137203,-1.40314180269079,-1.35913511842278,0.584838762674596,3.06583714431547,0.380372649995759,1.36705491390997
-1.6499886928604,-1.7181113016274,-1.34207877007086,0.0965263540223507,2.80759743979088,1.48300373855591,0.308238467240074
-1.63271132434877,-1.17966738676396,-1.32502242171893,0.468538164022229,2.77588388718974,0.273305702995224,-1.38521951439161
-1.61543395583714,-1.00632716304828,-1.30796607336701,-0.831848184778656,2.69425212299809,1.48300373855591,-0.579152280550872
-1.59815658732552,-1.00632716304828,-1.27385337666317,0.452732599663631,2.56422555669609,0.0553853482219441,-1.2904461100431
-1.58087921881389,-1.17966738676396,-1.29090972501509,-1.38508701558948,2.18108524835765,0.694341285666358,-0.351671948634685
-1.56360185030226,-1.17966738676396,-1.23974067995933,0.468538164022229,2.15514287995236,0.164986482614753,0.181793389842866
-1.54632448179063,-1.7181113016274,-1.25679702831125,-0.167057672362463,2.12424495465668,0.897892067708449,-0.486795024178103
-1.52904711327901,-0.467883248184843,-1.15445893819973,0.254421943896516,1.8538109615992,0.164986482614753,-0.587206107136681
-1.51176974476738,-0.744952041846999,-1.18857163490357,0.212404089132303,1.78131169170473,-0.055528405798491,-1.56884676054806
-1.49449237625575,-0.641223471900523,-1.20562798325549,-0.319549349125109,1.77449644410423,1.19506797390541,0.340554446415634
-1.47721500774413,-0.641223471900523,-1.12034624149589,0.403346441905204,1.73934308969446,-2.46304385112591,-0.887211147458082
-1.4599376392325,-0.467883248184843,-1.06917719644013,0.254421943896516,1.68757190643754,-0.281422233098114,0.696171159312049
-1.44266027072087,-1.7181113016274,-1.22268433160741,0.212404089132303,1.62458775656749,0.694341285666358,-0.394739786302301
-1.42538290220924,-0.467883248184843,-1.13740258984781,0.0965263540223507,1.52693618039793,1.09706507242143,1.33697387161198
-1.40810553369762,-0.744952041846999,-1.01800815138437,0.420150323989499,1.51358930921503,-0.994172885825094,0.244331353281676
